	Clean read rate	Mean Coverage	Raw reads	Total filtered	Cutted adapter	Coverage(>=1X)_chr10	Coverage(>=5X)_chr10	Coverage(>=10X)_chr10	Coverage(>=20X)_chr10	Coverage(>=1X)_chrX	Coverage(>=5X)_chrX	Coverage(>=10X)_chrX	Coverage(>=20X)_chrX	Coverage(>=1X)_chrY	Coverage(>=5X)_chrY	Coverage(>=10X)_chrY	Coverage(>=20X)_chrY	Mapping rate	Mismatch rate	Insert size_median	Total SNP_chr10	dbSNP rate_chr10	Novel SNP_chr10	Novel SNP rate_chr10	dbSNP TITV_chr10	Novel TITV_chr10	Total INDEL_chr10	Novel INDEL_chr10	Total SNP_chrX	dbSNP rate_chrX	Novel SNP_chrX	Novel SNP rate_chrX	dbSNP TITV_chrX	Novel TITV_chrX	Total INDEL_chrX	Novel INDEL_chrX	Total SNP_chrY	dbSNP rate_chrY	Novel SNP_chrY	Novel SNP rate_chrY	dbSNP TITV_chrY	Novel TITV_chrY	Total INDEL_chrY	Novel INDEL_chrY
NNR00007216.14837.WGS.report.html	95.43	27.45	539109326.0	24656348.0	4260830.0	0.97	0.96	0.94	0.77	0.97	0.97	0.94	0.75	0.09	0.05	0.04	0.01	99.8	0.69	394.0	186872.0	99.72	528.0	0.28	2.08	0.88	38828.0	227.0	110742.0	99.27	803.0	0.73	1.92	1.04	27370.0	425.0	12065.0	96.97	365.0	3.03	1.24	0.64	1023.0	129.0
NNR00007217.14838.WGS.report.html	97.21	35.6	667326106.0	18588678.0	5437486.0	0.97	0.96	0.95	0.89	0.97	0.97	0.96	0.87	0.09	0.06	0.04	0.01	99.8	0.72	397.0	182966.0	99.68	592.0	0.32	2.08	1.12	38566.0	272.0	112115.0	99.22	876.0	0.78	1.93	1.25	28200.0	481.0	12977.0	96.22	490.0	3.78	1.23	0.8	1134.0	150.0
NNR00007218.14839.WGS.report.html	99.42	35.25	666115596.0	3874134.0	5863549.0	0.97	0.96	0.95	0.89	0.97	0.97	0.95	0.88	0.09	0.06	0.04	0.02	99.79	0.68	378.0	182754.0	99.67	595.0	0.33	2.09	1.06	38239.0	264.0	111833.0	99.37	707.0	0.63	1.91	1.13	27278.0	422.0	13363.0	96.6	454.0	3.4	1.24	0.72	1144.0	153.0
NNR00007219.14823.WGS.report.html	99.41	26.91	517135378.0	3029602.0	4080912.0	0.97	0.96	0.94	0.78	0.97	0.96	0.94	0.77	0.09	0.05	0.04	0.01	99.78	0.69	386.0	187825.0	99.68	603.0	0.32	2.09	0.86	38259.0	222.0	106642.0	99.22	833.0	0.78	1.92	1.03	26245.0	395.0	11966.0	97.13	344.0	2.87	1.23	0.86	1006.0	110.0
NNR00007220.14840.WGS.report.html	99.3	33.7	636972686.0	4432714.0	5434962.0	0.97	0.96	0.95	0.88	0.97	0.97	0.95	0.87	0.09	0.06	0.04	0.01	99.79	0.72	379.0	188446.0	99.7	557.0	0.3	2.09	0.95	38959.0	230.0	112998.0	99.34	749.0	0.66	1.92	0.9	27395.0	433.0	12682.0	96.43	453.0	3.57	1.22	0.71	1123.0	157.0
NNR00007221.14841.WGS.report.html	99.33	33.43	621643330.0	4148978.0	5293415.0	0.97	0.96	0.95	0.88	0.97	0.95	0.86	0.23	0.43	0.42	0.38	0.11	99.74	0.73	391.0	185856.0	99.7	562.0	0.3	2.1	1.02	38290.0	234.0	80112.0	98.63	1096.0	1.37	1.91	0.94	21527.0	375.0	13296.0	96.16	510.0	3.84	1.12	0.78	1498.0	198.0
NNR00007222.14820.WGS.report.html	99.42	33.29	618153358.0	3593452.0	5321231.0	0.97	0.96	0.95	0.87	0.97	0.95	0.85	0.22	0.43	0.42	0.37	0.11	99.74	0.71	381.0	186242.0	99.67	614.0	0.33	2.09	1.03	38615.0	273.0	82856.0	98.74	1041.0	1.26	1.89	0.94	21942.0	323.0	13687.0	96.39	494.0	3.61	1.14	0.64	1634.0	142.0
NNR00007223.14842.WGS.report.html	99.41	28.65	536285572.0	3144160.0	4183861.0	0.97	0.96	0.94	0.81	0.97	0.94	0.77	0.11	0.43	0.41	0.34	0.06	99.72	0.69	379.0	184764.0	99.67	609.0	0.33	2.09	1.06	37977.0	240.0	79082.0	98.58	1123.0	1.42	1.92	0.93	20847.0	348.0	14284.0	96.68	474.0	3.32	1.18	0.85	1924.0	163.0
NNR00007224.14843.WGS.report.html	99.29	33.36	625035970.0	4429804.0	4657867.0	0.97	0.96	0.95	0.87	0.97	0.95	0.85	0.24	0.43	0.42	0.37	0.12	99.73	0.69	382.0	186458.0	99.7	553.0	0.3	2.08	0.93	38550.0	262.0	78930.0	98.65	1062.0	1.35	1.91	0.94	21077.0	375.0	14481.0	96.03	575.0	3.97	1.17	0.73	2102.0	176.0
NNR00007225.14844.WGS.report.html	99.42	33.06	624494884.0	3633888.0	4526546.0	0.97	0.96	0.95	0.87	0.97	0.97	0.95	0.86	0.09	0.06	0.04	0.01	99.8	0.68	382.0	186220.0	99.72	518.0	0.28	2.08	0.98	38291.0	259.0	113479.0	99.33	756.0	0.67	1.95	1.03	27782.0	417.0	13231.0	97.07	388.0	2.93	1.22	0.64	1148.0	154.0
NNR00007226.14980.WGS.report.html	99.42	31.64	591306836.0	3443172.0	4365532.0	0.97	0.96	0.95	0.85	0.97	0.94	0.82	0.2	0.43	0.41	0.36	0.1	99.7	0.68	382.0	183759.0	99.66	624.0	0.34	2.1	0.96	38329.0	276.0	79166.0	98.82	934.0	1.18	1.91	0.93	21160.0	307.0	13228.0	96.02	527.0	3.98	1.19	0.77	1849.0	151.0
NNR00007227.14979.WGS.report.html	99.42	29.61	548979276.0	3188384.0	4096568.0	0.97	0.96	0.94	0.82	0.97	0.94	0.79	0.13	0.43	0.41	0.35	0.07	99.74	0.7	382.0	182869.0	99.63	678.0	0.37	2.09	0.82	37653.0	231.0	80088.0	98.59	1130.0	1.41	1.9	0.8	21225.0	299.0	13017.0	96.64	437.0	3.36	1.14	0.73	1563.0	140.0
NNR00007228.14978.WGS.report.html	99.42	33.36	619402596.0	3612352.0	5037379.0	0.97	0.96	0.95	0.87	0.97	0.95	0.85	0.22	0.43	0.42	0.37	0.11	99.73	0.7	388.0	184884.0	99.73	501.0	0.27	2.07	1.12	38394.0	205.0	80612.0	98.76	1002.0	1.24	1.92	0.98	21502.0	336.0	13299.0	96.29	493.0	3.71	1.14	0.75	1656.0	162.0
NNR00007229.14977.WGS.report.html	99.33	33.93	628416628.0	4218062.0	5254161.0	0.97	0.96	0.95	0.88	0.97	0.95	0.86	0.24	0.43	0.41	0.34	0.1	99.73	0.73	388.0	185199.0	99.7	555.0	0.3	2.09	0.86	38402.0	240.0	79121.0	98.74	995.0	1.26	1.91	0.89	21297.0	312.0	13758.0	96.79	442.0	3.21	1.17	0.72	1853.0	140.0
NNR00007230.13935.WGS.report.html	99.39	33.72	636709582.0	3890024.0	5150373.0	0.97	0.96	0.95	0.87	0.97	0.95	0.85	0.27	0.43	0.41	0.34	0.12	99.73	0.62	385.0	190685.0	99.75	468.0	0.25	2.09	0.77	39123.0	239.0	79709.0	98.94	845.0	1.06	1.89	1.01	21492.0	342.0	13852.0	96.53	481.0	3.47	1.17	0.89	1920.0	186.0
NNR00007231.13934.WGS.report.html	99.38	32.14	612875520.0	3770058.0	5653941.0	0.97	0.96	0.95	0.86	0.97	0.97	0.95	0.84	0.09	0.06	0.04	0.01	99.79	0.64	376.0	190732.0	99.7	571.0	0.3	2.09	0.88	39311.0	259.0	110133.0	99.22	855.0	0.78	1.92	1.11	26972.0	410.0	13350.0	96.83	423.0	3.17	1.21	0.72	1183.0	151.0
NNR00007232.13933.WGS.report.html	99.46	29.78	556612870.0	3016960.0	4847133.0	0.97	0.96	0.95	0.83	0.97	0.95	0.8	0.13	0.43	0.42	0.36	0.1	99.75	0.7	379.0	189897.0	99.65	656.0	0.35	2.09	0.91	39467.0	273.0	81833.0	98.61	1141.0	1.39	1.91	1.0	21905.0	366.0	13645.0	95.07	673.0	4.93	1.15	0.95	1817.0	168.0
NNR00007233.13932.WGS.report.html	99.44	37.72	704343420.0	3944962.0	6350841.0	0.97	0.96	0.96	0.91	0.97	0.96	0.9	0.37	0.43	0.42	0.39	0.17	99.74	0.7	383.0	188677.0	99.66	647.0	0.34	2.09	0.78	39782.0	307.0	79053.0	98.9	866.0	1.1	1.91	0.87	21567.0	365.0	13441.0	95.8	565.0	4.2	1.11	0.72	1495.0	165.0
NNR00007234.13931.WGS.report.html	99.39	34.22	649290270.0	3985520.0	6080302.0	0.97	0.96	0.95	0.88	0.97	0.95	0.87	0.27	0.43	0.41	0.38	0.13	99.72	0.64	373.0	188561.0	99.61	737.0	0.39	2.08	0.98	38756.0	289.0	79478.0	98.72	1015.0	1.28	1.91	1.03	21407.0	315.0	13480.0	96.19	513.0	3.81	1.16	0.84	1908.0	171.0
NNR00007235.14976.WGS.report.html	99.42	34.51	645988576.0	3766988.0	5452582.0	0.97	0.96	0.95	0.88	0.97	0.97	0.95	0.87	0.09	0.06	0.04	0.01	99.79	0.67	373.0	188521.0	99.69	593.0	0.31	2.08	1.0	38792.0	237.0	109056.0	99.17	903.0	0.83	1.93	1.16	27141.0	445.0	12926.0	96.56	445.0	3.44	1.25	0.85	1082.0	142.0
NNR00007236.13930.WGS.report.html	99.38	34.01	640440428.0	3945824.0	5044447.0	0.97	0.96	0.95	0.88	0.97	0.95	0.86	0.27	0.43	0.42	0.38	0.13	99.72	0.6	383.0	185743.0	99.7	565.0	0.3	2.09	0.92	38419.0	237.0	77200.0	98.76	955.0	1.24	1.89	1.05	21018.0	359.0	13128.0	96.41	471.0	3.59	1.15	0.89	1595.0	154.0
NNR00007267.15062.WGS.report.html	98.68	33.87	702309944.0	9250176.0	5680762.0	0.97	0.96	0.95	0.88	0.97	0.97	0.95	0.88	0.11	0.06	0.05	0.01	99.33	1.85	357.0	184161.0	99.68	591.0	0.32	2.11	0.96	37705.0	220.0	112194.0	99.27	823.0	0.73	1.93	1.21	26749.0	332.0	11521.0	96.43	411.0	3.57	1.26	0.7	989.0	113.0
NNR00007268.15193.WGS.report.html	98.57	34.52	694681210.0	9901300.0	6035007.0	0.97	0.96	0.95	0.88	0.97	0.95	0.87	0.26	0.43	0.42	0.38	0.13	99.28	1.8	369.0	182010.0	99.7	552.0	0.3	2.09	0.85	37212.0	199.0	78016.0	98.27	1348.0	1.73	1.91	0.69	20043.0	326.0	12528.0	96.44	446.0	3.56	1.14	0.65	1496.0	119.0
NNR00007269.15064.WGS.report.html	98.48	41.67	825992674.0	12593880.0	6761588.0	0.97	0.96	0.96	0.92	0.97	0.96	0.92	0.48	0.43	0.41	0.37	0.19	99.27	1.76	372.0	185342.0	99.69	575.0	0.31	2.09	1.22	38179.0	231.0	78603.0	98.67	1044.0	1.33	1.89	0.78	20689.0	285.0	13493.0	96.7	445.0	3.3	1.12	0.76	1807.0	135.0
NNR00007270.15194.WGS.report.html	98.52	35.11	712387770.0	10529782.0	6399034.0	0.97	0.96	0.95	0.89	0.97	0.96	0.88	0.29	0.43	0.42	0.39	0.14	99.3	1.77	369.0	182094.0	99.7	550.0	0.3	2.11	1.01	37129.0	213.0	74604.0	98.24	1311.0	1.76	1.91	0.66	19434.0	295.0	12885.0	95.88	531.0	4.12	1.13	0.66	1537.0	157.0
NNR00007271.15066.WGS.report.html	98.51	36.47	730382240.0	10902326.0	5809536.0	0.97	0.96	0.95	0.9	0.97	0.96	0.89	0.32	0.43	0.42	0.4	0.19	99.31	1.76	371.0	185678.0	99.55	831.0	0.45	2.09	1.22	37592.0	241.0	79116.0	98.21	1419.0	1.79	1.9	0.67	20371.0	328.0	13579.0	95.93	553.0	4.07	1.16	0.68	1776.0	160.0
NNR00007272.15067.WGS.report.html	98.43	32.16	639725358.0	10066790.0	5413377.0	0.97	0.96	0.95	0.86	0.97	0.95	0.84	0.17	0.43	0.42	0.37	0.09	99.28	1.71	367.0	187950.0	99.58	785.0	0.42	2.11	1.08	38353.0	245.0	82008.0	97.93	1695.0	2.07	1.91	0.8	21000.0	335.0	13930.0	95.5	627.0	4.5	1.16	0.67	1945.0	222.0
NNR00007273.15068.WGS.report.html	98.36	34.97	717637998.0	11753182.0	6230446.0	0.97	0.96	0.95	0.89	0.97	0.97	0.95	0.89	0.1	0.06	0.05	0.02	99.37	1.67	374.0	180932.0	99.72	502.0	0.28	2.09	1.02	37170.0	186.0	108550.0	99.31	750.0	0.69	1.94	0.96	26397.0	385.0	12185.0	96.47	430.0	3.53	1.21	0.7	1023.0	108.0
NNR00007274.15069.WGS.report.html	98.4	31.82	649674192.0	10401594.0	4872106.0	0.97	0.96	0.95	0.86	0.97	0.97	0.95	0.85	0.1	0.06	0.04	0.01	99.32	1.77	372.0	184331.0	99.64	660.0	0.36	2.09	0.83	37115.0	225.0	112607.0	99.14	970.0	0.86	1.94	0.95	26755.0	381.0	11745.0	96.84	371.0	3.16	1.23	0.77	1021.0	129.0
NNR00007275.15070.WGS.report.html	98.47	38.71	785997156.0	12055828.0	6519138.0	0.97	0.96	0.95	0.91	0.97	0.97	0.96	0.91	0.11	0.06	0.05	0.02	99.39	1.7	366.0	184781.0	99.72	509.0	0.28	2.1	0.88	37964.0	231.0	110060.0	99.28	795.0	0.72	1.94	1.16	27095.0	411.0	11909.0	96.64	400.0	3.36	1.21	0.72	1030.0	141.0
NNR00007276.15071.WGS.report.html	98.41	39.62	798459748.0	12713532.0	6254585.0	0.97	0.96	0.96	0.91	0.97	0.97	0.96	0.91	0.11	0.06	0.05	0.02	99.4	1.69	365.0	187039.0	99.71	549.0	0.29	2.08	0.85	38369.0	237.0	110829.0	99.34	734.0	0.66	1.94	1.16	26935.0	387.0	12471.0	96.38	451.0	3.62	1.23	0.72	1107.0	140.0
NNR00007277.15072.WGS.report.html	98.29	44.0	890964264.0	15267096.0	6543852.0	0.97	0.96	0.96	0.92	0.97	0.97	0.96	0.92	0.11	0.06	0.05	0.03	99.42	1.6	368.0	184691.0	99.75	466.0	0.25	2.1	0.91	38618.0	217.0	108648.0	99.37	683.0	0.63	1.93	1.1	26684.0	361.0	11865.0	96.35	433.0	3.65	1.24	0.83	1024.0	122.0
NNR00007278.15073.WGS.report.html	98.37	43.09	860942932.0	14036506.0	6875028.0	0.97	0.96	0.96	0.92	0.97	0.96	0.92	0.54	0.43	0.42	0.38	0.22	99.34	1.66	368.0	181152.0	99.76	441.0	0.24	2.1	0.87	37820.0	213.0	79172.0	98.85	907.0	1.15	1.9	0.77	21417.0	312.0	13836.0	96.88	432.0	3.12	1.17	0.77	1904.0	168.0
NNR00007279.15074.WGS.report.html	98.31	41.65	849963246.0	14391616.0	6732507.0	0.97	0.96	0.96	0.92	0.97	0.97	0.96	0.92	0.11	0.06	0.05	0.02	99.42	1.6	366.0	184970.0	99.75	456.0	0.25	2.09	0.97	38345.0	208.0	110814.0	99.35	715.0	0.65	1.94	1.08	26991.0	403.0	12693.0	96.71	417.0	3.29	1.23	0.83	1119.0	137.0
NNR00007280.15075.WGS.report.html	98.19	46.95	944079178.0	17100528.0	8222951.0	0.97	0.96	0.96	0.93	0.97	0.96	0.94	0.65	0.43	0.42	0.41	0.29	99.34	1.59	368.0	190843.0	99.63	705.0	0.37	2.09	1.12	39147.0	229.0	82923.0	98.72	1063.0	1.28	1.91	0.99	22340.0	371.0	14364.0	94.96	724.0	5.04	1.17	0.82	2094.0	240.0
NNR00007281.15076.WGS.report.html	98.18	47.63	968454224.0	17624892.0	7269245.0	0.97	0.96	0.96	0.93	0.97	0.97	0.96	0.94	0.11	0.07	0.05	0.03	99.44	1.54	373.0	184006.0	99.65	652.0	0.35	2.11	1.07	38653.0	245.0	112209.0	99.2	900.0	0.8	1.92	1.18	27453.0	389.0	13113.0	96.35	478.0	3.65	1.22	0.74	1140.0	155.0
NNR00007282.15077.WGS.report.html	98.73	33.73	702162686.0	8942042.0	6011885.0	0.97	0.96	0.95	0.88	0.97	0.97	0.95	0.88	0.11	0.06	0.04	0.01	99.29	1.9	363.0	186348.0	99.69	586.0	0.31	2.1	0.88	37661.0	230.0	107889.0	99.17	895.0	0.83	1.93	0.89	25880.0	346.0	11607.0	96.54	402.0	3.46	1.22	0.73	1040.0	160.0
NNR00007293.14931.WGS.report.html	93.14	24.43	501291750.0	34372196.0	4468248.0	0.97	0.96	0.93	0.7	0.97	0.93	0.68	0.04	0.43	0.41	0.3	0.04	99.54	1.85	378.0	178707.0	99.5	885.0	0.5	2.1	0.53	33744.0	193.0	77924.0	97.46	1983.0	2.54	1.93	0.56	17352.0	233.0	12113.0	94.96	611.0	5.04	1.17	0.66	1545.0	124.0
NNR00007331.15078.WGS.report.html	99.36	32.79	633879176.0	4082848.0	5950230.0	0.97	0.96	0.95	0.88	0.97	0.97	0.95	0.87	0.09	0.06	0.04	0.01	99.8	0.68	367.0	183963.0	99.73	501.0	0.27	2.09	1.09	38408.0	226.0	109323.0	99.31	755.0	0.69	1.94	1.19	27051.0	419.0	12091.0	96.43	432.0	3.57	1.22	0.71	1126.0	156.0
NNR00007332.15207.WGS.report.html	99.37	33.29	629299540.0	3963700.0	5596408.0	0.97	0.96	0.95	0.88	0.97	0.97	0.95	0.87	0.09	0.06	0.04	0.01	99.81	0.66	367.0	184556.0	99.7	558.0	0.3	2.09	1.11	38247.0	272.0	110334.0	99.39	678.0	0.61	1.93	1.09	27111.0	324.0	12108.0	96.86	380.0	3.14	1.22	0.75	1089.0	134.0
NNR00007333.15208.WGS.report.html	99.36	32.08	618154506.0	3977100.0	4856737.0	0.97	0.96	0.95	0.87	0.97	0.97	0.95	0.87	0.09	0.06	0.04	0.01	99.82	0.66	366.0	184643.0	99.66	635.0	0.34	2.1	1.1	38101.0	238.0	110529.0	99.3	774.0	0.7	1.94	1.06	27238.0	389.0	12453.0	96.62	421.0	3.38	1.2	0.64	1078.0	128.0
NNR00007334.15209.WGS.report.html	99.36	34.79	641241044.0	4083152.0	5580191.0	0.97	0.96	0.95	0.89	0.97	0.95	0.87	0.26	0.43	0.42	0.38	0.13	99.78	0.68	367.0	186849.0	99.7	558.0	0.3	2.08	0.91	38751.0	247.0	81888.0	98.74	1031.0	1.26	1.89	1.27	21795.0	369.0	14179.0	96.46	502.0	3.54	1.15	0.74	1976.0	168.0
NNR00007335.15371.WGS.report.html	99.36	38.12	706725210.0	4558012.0	6655242.0	0.97	0.96	0.95	0.91	0.97	0.97	0.96	0.9	0.09	0.06	0.04	0.02	99.8	0.69	363.0	182511.0	99.74	478.0	0.26	2.08	0.87	38278.0	232.0	113799.0	99.38	709.0	0.62	1.93	1.04	27867.0	384.0	12724.0	96.59	434.0	3.41	1.21	0.61	1164.0	159.0
NNR00007336.15372.WGS.report.html	98.4	44.46	860499224.0	13801310.0	7639223.0	0.97	0.96	0.96	0.93	0.97	0.97	0.96	0.93	0.09	0.06	0.05	0.03	99.8	0.72	369.0	184187.0	99.72	522.0	0.28	2.07	0.98	38522.0	249.0	111940.0	99.37	703.0	0.63	1.93	1.15	27755.0	444.0	13867.0	96.44	494.0	3.56	1.22	0.61	1191.0	157.0
NNR00007337.15373.WGS.report.html	99.36	29.28	549567892.0	3523848.0	5292981.0	0.97	0.96	0.95	0.83	0.97	0.95	0.8	0.12	0.43	0.4	0.31	0.06	99.76	0.69	369.0	186110.0	99.67	609.0	0.33	2.09	1.07	38367.0	213.0	80261.0	98.68	1058.0	1.32	1.92	1.47	21391.0	317.0	13765.0	96.16	528.0	3.84	1.13	0.74	1873.0	184.0
NNR00007338.15374.WGS.report.html	99.36	28.44	541094654.0	3459908.0	4899758.0	0.97	0.96	0.94	0.8	0.97	0.96	0.94	0.79	0.08	0.05	0.03	0.01	99.82	0.7	367.0	184409.0	99.66	634.0	0.34	2.11	1.07	38066.0	240.0	113164.0	99.22	883.0	0.78	1.92	1.11	27267.0	383.0	11749.0	96.9	364.0	3.1	1.23	0.67	1059.0	147.0
NNR00007339.15375.WGS.report.html	99.36	28.7	542517954.0	3475588.0	5174039.0	0.97	0.96	0.95	0.8	0.97	0.96	0.95	0.8	0.09	0.05	0.04	0.01	99.82	0.71	373.0	186697.0	99.66	626.0	0.34	2.08	0.94	38250.0	224.0	112628.0	99.39	684.0	0.61	1.93	1.17	27361.0	335.0	12117.0	96.58	415.0	3.42	1.24	0.63	1043.0	146.0
NNR00007340.15376.WGS.report.html	99.36	31.51	590810966.0	3794242.0	5662820.0	0.97	0.96	0.95	0.85	0.97	0.97	0.95	0.84	0.09	0.06	0.04	0.01	99.83	0.69	370.0	186570.0	99.68	590.0	0.32	2.08	1.19	38828.0	218.0	107773.0	99.34	716.0	0.66	1.94	0.93	26585.0	358.0	12565.0	96.78	405.0	3.22	1.21	0.64	1068.0	119.0
NNR00007341.15377.WGS.report.html	99.36	32.18	597570930.0	3829452.0	5753842.0	0.97	0.96	0.95	0.86	0.97	0.95	0.84	0.19	0.43	0.4	0.33	0.08	99.76	0.73	376.0	189583.0	99.68	613.0	0.32	2.08	0.97	39018.0	242.0	81928.0	98.66	1101.0	1.34	1.91	1.27	21769.0	276.0	13831.0	96.49	486.0	3.51	1.17	0.87	1882.0	173.0
NNR00007342.15378.WGS.report.html	99.37	30.07	573799044.0	3635766.0	5274609.0	0.97	0.96	0.95	0.84	0.97	0.97	0.95	0.83	0.09	0.05	0.04	0.01	99.82	0.69	380.0	194738.0	99.69	596.0	0.31	2.07	1.04	39632.0	230.0	114285.0	99.26	841.0	0.74	1.92	1.22	27469.0	369.0	11642.0	96.7	384.0	3.3	1.25	0.68	1075.0	126.0
NNR00007343.15379.WGS.report.html	98.66	34.14	657518578.0	8785322.0	6258452.0	0.97	0.96	0.95	0.89	0.97	0.97	0.95	0.88	0.09	0.06	0.04	0.01	99.79	0.82	373.0	183094.0	99.7	555.0	0.3	2.09	1.01	38021.0	249.0	109809.0	99.33	737.0	0.67	1.93	0.87	26887.0	363.0	12714.0	97.22	354.0	2.78	1.26	0.75	1111.0	128.0
NNR00007344.15380.WGS.report.html	98.65	28.59	534613012.0	7214718.0	5070152.0	0.97	0.96	0.94	0.8	0.97	0.94	0.78	0.1	0.43	0.41	0.34	0.06	99.77	0.83	374.0	206281.0	99.68	653.0	0.32	2.09	0.92	41389.0	267.0	80615.0	98.3	1373.0	1.7	1.9	1.05	20727.0	332.0	12681.0	95.54	565.0	4.46	1.12	0.81	1401.0	166.0
NNR00007345.15381.WGS.report.html	98.66	29.51	562801234.0	7547342.0	5025875.0	0.97	0.96	0.94	0.82	0.97	0.96	0.95	0.82	0.09	0.05	0.04	0.01	99.8	0.83	377.0	183887.0	99.66	627.0	0.34	2.08	0.92	37832.0	206.0	112029.0	99.22	872.0	0.78	1.94	1.07	26832.0	375.0	11628.0	96.84	368.0	3.16	1.22	0.71	1033.0	123.0
NNR00007346.15382.WGS.report.html	98.65	28.42	537858808.0	7252666.0	4852354.0	0.97	0.96	0.94	0.79	0.97	0.96	0.94	0.79	0.09	0.05	0.03	0.01	99.8	0.84	376.0	184359.0	99.65	646.0	0.35	2.1	1.0	37618.0	218.0	109038.0	99.27	800.0	0.73	1.94	1.0	26470.0	345.0	11748.0	96.25	441.0	3.75	1.21	0.73	1057.0	147.0
NNR00007347.15383.WGS.report.html	98.66	33.99	645873012.0	8640902.0	6611432.0	0.97	0.96	0.95	0.88	0.97	0.97	0.95	0.88	0.09	0.06	0.04	0.01	99.8	0.82	367.0	178047.0	99.51	864.0	0.49	2.08	1.24	37490.0	278.0	112133.0	98.91	1220.0	1.09	1.92	1.29	27182.0	426.0	12839.0	96.7	424.0	3.3	1.24	0.76	1126.0	147.0
NNR00007348.15384.WGS.report.html	98.65	31.35	614366998.0	8294872.0	5751454.0	0.97	0.96	0.95	0.86	0.97	0.97	0.95	0.86	0.09	0.06	0.04	0.01	99.8	0.79	366.0	185928.0	99.66	624.0	0.34	2.09	1.04	38129.0	249.0	108296.0	99.27	793.0	0.73	1.92	1.2	26651.0	348.0	12402.0	96.51	433.0	3.49	1.23	0.7	1111.0	145.0
NNR00007349.15385.WGS.report.html	97.96	47.68	896505172.0	18331854.0	8553314.0	0.97	0.97	0.96	0.94	0.97	0.96	0.94	0.65	0.43	0.42	0.41	0.29	99.75	0.81	368.0	185777.0	99.68	602.0	0.32	2.08	0.85	39118.0	253.0	80372.0	98.98	817.0	1.02	1.9	1.1	21837.0	361.0	14983.0	96.61	508.0	3.39	1.14	0.65	2080.0	173.0
NNR00007350.15387.WGS.report.html	98.67	31.31	586212390.0	7815138.0	5510662.0	0.97	0.96	0.95	0.85	0.97	0.95	0.83	0.17	0.43	0.42	0.37	0.09	99.77	0.82	370.0	183563.0	99.69	575.0	0.31	2.1	0.92	37855.0	216.0	82475.0	98.49	1245.0	1.51	1.92	1.05	21527.0	331.0	13549.0	96.21	514.0	3.79	1.14	0.8	1702.0	166.0
NNR00007351.15388.WGS.report.html	98.66	34.19	635963334.0	8506406.0	6788176.0	0.97	0.96	0.95	0.88	0.97	0.95	0.87	0.24	0.43	0.42	0.38	0.12	99.76	0.81	366.0	184471.0	99.69	568.0	0.31	2.09	1.16	37982.0	247.0	76494.0	98.34	1270.0	1.66	1.92	1.22	20532.0	314.0	14597.0	96.19	556.0	3.81	1.15	0.79	2101.0	186.0
NNR00007352.15389.WGS.report.html	98.66	32.69	606317378.0	8142896.0	5764709.0	0.97	0.96	0.95	0.86	0.97	0.95	0.84	0.2	0.43	0.42	0.37	0.1	99.78	0.85	368.0	183587.0	99.68	588.0	0.32	2.09	0.99	37906.0	213.0	81188.0	98.56	1166.0	1.44	1.91	0.99	21268.0	330.0	13078.0	95.99	524.0	4.01	1.11	0.71	1672.0	162.0
NNR00007353.15390.WGS.report.html	98.66	30.65	574484354.0	7709544.0	5831140.0	0.97	0.96	0.95	0.85	0.97	0.95	0.82	0.15	0.43	0.4	0.33	0.07	99.76	0.83	369.0	183509.0	99.68	579.0	0.32	2.08	1.25	37669.0	244.0	77951.0	98.3	1328.0	1.7	1.91	1.12	20609.0	282.0	14055.0	96.41	505.0	3.59	1.16	0.8	1867.0	133.0
NNR00007354.15391.WGS.report.html	98.67	30.19	571872376.0	7611992.0	4934836.0	0.97	0.96	0.95	0.83	0.97	0.96	0.95	0.83	0.09	0.06	0.04	0.01	99.8	0.83	371.0	188081.0	99.68	610.0	0.32	2.07	0.98	38259.0	216.0	111859.0	99.33	749.0	0.67	1.91	1.02	26737.0	364.0	12040.0	96.99	362.0	3.01	1.24	0.63	1012.0	97.0
NNR00007355.14932.WGS.report.html	98.94	30.31	575581966.0	6073166.0	5565947.0	0.97	0.96	0.95	0.84	0.97	0.97	0.95	0.84	0.09	0.06	0.04	0.01	99.81	0.73	370.0	181534.0	99.71	523.0	0.29	2.1	0.83	37812.0	200.0	108950.0	99.27	796.0	0.73	1.93	1.16	26756.0	370.0	11888.0	96.83	377.0	3.17	1.26	0.64	1022.0	114.0
NNR00007356.14933.WGS.report.html	98.94	28.82	550439174.0	5827496.0	5513516.0	0.97	0.96	0.95	0.81	0.97	0.97	0.95	0.82	0.09	0.05	0.04	0.01	99.8	0.74	372.0	187793.0	99.65	661.0	0.35	2.08	0.96	38644.0	256.0	110653.0	99.24	844.0	0.76	1.93	1.0	27253.0	398.0	11508.0	96.61	390.0	3.39	1.22	0.73	1020.0	130.0
NNR00007357.14934.WGS.report.html	98.94	31.94	592471866.0	6287374.0	5763289.0	0.97	0.96	0.95	0.86	0.97	0.97	0.95	0.85	0.09	0.06	0.04	0.01	99.81	0.75	368.0	183375.0	99.7	548.0	0.3	2.07	0.95	38227.0	240.0	109968.0	99.38	677.0	0.62	1.93	0.85	27234.0	350.0	11712.0	96.62	396.0	3.38	1.23	0.81	1056.0	134.0
